"id","SibSp","Parch","Class.1","Class.2","Class.3","Gender","Fare","Embarked.C","Embarked.Q","Embarked.S","Child","Adult","Age.NA","Survived"
"843",0,0,1,0,0,0,31,1,0,0,0,1,0,1
"844",0,0,0,0,1,1,6.4375,1,0,0,0,1,0,0
"845",0,0,0,0,1,1,8.6625,0,0,1,0,1,0,0
"846",0,0,0,0,1,1,7.55,0,0,1,0,1,0,0
"847",8,2,0,0,1,1,69.55,0,0,1,0,0,1,0
"848",0,0,0,0,1,1,7.8958,1,0,0,0,1,0,0
"849",0,1,0,1,0,1,33,0,0,1,0,1,0,0
"850",1,0,1,0,0,0,89.1042,1,0,0,0,0,1,1
"851",4,2,0,0,1,1,31.275,0,0,1,0,1,0,0
"852",0,0,0,0,1,1,7.775,0,0,1,0,1,0,0
"853",1,1,0,0,1,0,15.2458,1,0,0,0,1,0,0
"854",0,1,1,0,0,0,39.4,0,0,1,0,1,0,1
"855",1,0,0,1,0,0,26,0,0,1,0,1,0,0
"856",0,1,0,0,1,0,9.35,0,0,1,0,1,0,1
"857",1,1,1,0,0,0,164.8667,0,0,1,0,1,0,1
"858",0,0,1,0,0,1,26.55,0,0,1,0,1,0,1
"859",0,3,0,0,1,0,19.2583,1,0,0,0,1,0,1
"860",0,0,0,0,1,1,7.2292,1,0,0,0,0,1,0
"861",2,0,0,0,1,1,14.1083,0,0,1,0,1,0,0
"862",1,0,0,1,0,1,11.5,0,0,1,0,1,0,0
"863",0,0,1,0,0,0,25.9292,0,0,1,0,1,0,1
"864",8,2,0,0,1,0,69.55,0,0,1,0,0,1,0
"865",0,0,0,1,0,1,13,0,0,1,0,1,0,0
"866",0,0,0,1,0,0,13,0,0,1,0,1,0,1
"867",1,0,0,1,0,0,13.8583,1,0,0,0,1,0,1
"868",0,0,1,0,0,1,50.4958,0,0,1,0,1,0,0
"869",0,0,0,0,1,1,9.5,0,0,1,0,0,1,0
"870",1,1,0,0,1,1,11.1333,0,0,1,0,1,0,1
"871",0,0,0,0,1,1,7.8958,0,0,1,0,1,0,0
"872",1,1,1,0,0,0,52.5542,0,0,1,0,1,0,1
"873",0,0,1,0,0,1,5,0,0,1,0,1,0,0
"874",0,0,0,0,1,1,9,0,0,1,0,1,0,0
"875",1,0,0,1,0,0,24,1,0,0,0,1,0,1
"876",0,0,0,0,1,0,7.225,1,0,0,0,1,0,1
"877",0,0,0,0,1,1,9.8458,0,0,1,0,1,0,0
"878",0,0,0,0,1,1,7.8958,0,0,1,0,1,0,0
"879",0,0,0,0,1,1,7.8958,0,0,1,0,0,1,0
"880",0,1,1,0,0,0,83.1583,1,0,0,0,1,0,1
"881",0,1,0,1,0,0,26,0,0,1,0,1,0,1
"882",0,0,0,0,1,1,7.8958,0,0,1,0,1,0,0
"883",0,0,0,0,1,0,10.5167,0,0,1,0,1,0,0
"884",0,0,0,1,0,1,10.5,0,0,1,0,1,0,0
"885",0,0,0,0,1,1,7.05,0,0,1,0,1,0,0
"886",0,5,0,0,1,0,29.125,0,1,0,0,1,0,0
"887",0,0,0,1,0,1,13,0,0,1,0,1,0,0
"888",0,0,1,0,0,0,30,0,0,1,0,1,0,1
"889",1,2,0,0,1,0,23.45,0,0,1,0,0,1,0
"890",0,0,1,0,0,1,30,1,0,0,0,1,0,1
"891",0,0,0,0,1,1,7.75,0,1,0,0,1,0,0
