"id","PassengerId","SibSp","Parch","CabinCat","TicketId","Age","Class.1","Class.2","Class.3","Gender","Fare.1","Fare.2","Fare.3","Embarked.C","Embarked.Q","Embarked.S","Embarked.NA","Survived"
"692",692,0,1,0,394,4,0,0,1,0,0,1,0,1,0,0,0,1
"693",693,0,0,0,81,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,1
"694",694,0,0,0,201,25,0,0,1,1,1,0,0,1,0,0,0,0
"695",695,0,0,0,49,60,1,0,0,1,0,1,0,0,0,1,0,0
"696",696,0,0,0,157,52,0,1,0,1,0,1,0,0,0,1,0,0
"697",697,0,0,0,426,44,0,0,1,1,1,0,0,0,0,1,0,0
"698",698,0,0,0,420,9,0,0,1,0,1,0,0,0,1,0,0,1
"699",699,1,1,3,84,49,1,0,0,1,0,0,1,1,0,0,0,0
"700",700,0,0,6,347,42,0,0,1,1,1,0,0,0,0,1,0,0
"701",701,1,0,3,611,18,1,0,0,0,0,0,1,1,0,0,0,1
"702",702,0,0,5,580,35,1,0,0,1,0,1,0,0,0,1,0,1
"703",703,0,1,0,212,18,0,0,1,0,0,1,0,1,0,0,0,0
"704",704,0,0,0,450,25,0,0,1,1,1,0,0,0,1,0,0,0
"705",705,1,0,0,399,26,0,0,1,1,1,0,0,0,0,1,0,0
"706",706,0,0,0,171,39,0,1,0,1,0,1,0,0,0,1,0,0
"707",707,0,0,0,109,45,0,1,0,0,0,1,0,0,0,1,0,1
"708",708,0,0,5,581,42,1,0,0,1,0,1,0,0,0,1,0,1
"709",709,0,0,3,38,22,1,0,0,0,0,0,1,0,0,1,0,1
"710",710,1,1,0,190,29.6991176470588,0,0,1,1,0,1,0,1,0,0,0,1
"711",711,0,0,3,583,24,1,0,0,0,0,1,0,1,0,0,0,1
"712",712,0,0,3,20,29.6991176470588,1,0,0,1,0,1,0,0,0,1,0,0
"713",713,1,0,3,100,48,1,0,0,1,0,1,0,0,0,1,0,1
"714",714,0,0,0,507,29,0,0,1,1,1,0,0,0,0,1,0,0
"715",715,0,0,0,165,52,0,1,0,1,0,1,0,0,0,1,0,0
"716",716,0,0,6,349,19,0,0,1,1,1,0,0,0,0,1,0,0
"717",717,0,0,3,611,38,1,0,0,0,0,0,1,1,0,0,0,1
"718",718,0,0,5,294,27,0,1,0,0,0,1,0,0,0,1,0,1
"719",719,0,0,0,441,29.6991176470588,0,0,1,1,0,1,0,0,1,0,0,0
"720",720,0,0,0,320,33,0,0,1,1,1,0,0,0,0,1,0,0
"721",721,0,1,0,156,6,0,1,0,0,0,1,0,0,0,1,0,1
"722",722,1,0,0,409,17,0,0,1,1,1,0,0,0,0,1,0,0
"723",723,0,0,0,66,34,0,1,0,1,0,1,0,0,0,1,0,0
"724",724,0,0,0,162,50,0,1,0,1,0,1,0,0,0,1,0,0
"725",725,1,0,5,52,27,1,0,0,1,0,1,0,0,0,1,0,1
"726",726,0,0,0,267,20,0,0,1,1,1,0,0,0,0,1,0,0
"727",727,3,0,0,253,30,0,1,0,0,0,1,0,0,0,1,0,1
"728",728,0,0,0,452,9,0,0,1,0,1,0,0,0,1,0,0,1
"729",729,1,0,0,128,25,0,1,0,1,0,1,0,0,0,1,0,0
"730",730,1,0,0,668,25,0,0,1,0,1,0,0,0,0,1,0,0
"731",731,0,0,2,142,29,1,0,0,0,0,0,1,0,0,1,0,1
"732",732,0,0,0,217,11,0,0,1,1,0,1,0,1,0,0,0,0
"733",733,0,0,0,138,29.6991176470588,0,1,0,1,1,0,0,0,0,1,0,0
"734",734,0,0,0,229,23,0,1,0,1,0,1,0,0,0,1,0,0
"735",735,0,0,0,120,23,0,1,0,1,0,1,0,0,0,1,0,0
"736",736,0,0,0,496,28.5,0,0,1,1,0,1,0,0,0,1,0,0
"737",737,1,3,0,677,48,0,0,1,0,0,1,0,0,0,1,0,0
"738",738,0,0,2,609,35,1,0,0,1,0,0,1,1,0,0,0,1
"739",739,0,0,0,350,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"740",740,0,0,0,365,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"741",741,0,0,4,83,29.6991176470588,1,0,0,1,0,1,0,0,0,1,0,1
"742",742,1,0,3,92,36,1,0,0,1,0,1,0,0,0,1,0,0
"743",743,2,2,2,603,21,1,0,0,0,0,0,1,1,0,0,0,1
"744",744,1,0,0,478,24,0,0,1,1,0,1,0,0,0,1,0,0
"745",745,0,0,0,663,31,0,0,1,1,1,0,0,0,0,1,0,1
"746",746,1,1,2,681,70,1,0,0,1,0,1,0,0,0,1,0,0
"747",747,1,1,0,552,16,0,0,1,1,0,1,0,0,0,1,0,0
"748",748,0,0,0,166,30,0,1,0,0,0,1,0,0,0,1,0,1
"749",749,1,0,4,36,19,1,0,0,1,0,1,0,0,0,1,0,0
"750",750,0,0,0,288,31,0,0,1,1,1,0,0,0,1,0,0,0
"751",751,1,1,0,235,4,0,1,0,0,0,1,0,0,0,1,0,1
"752",752,0,1,5,487,6,0,0,1,1,0,1,0,0,0,1,0,1
"753",753,0,0,0,313,33,0,0,1,1,1,0,0,0,0,1,0,0
"754",754,0,0,0,352,23,0,0,1,1,1,0,0,0,0,1,0,0
"755",755,1,2,0,107,48,0,1,0,0,0,1,0,0,0,1,0,1
"756",756,1,1,0,167,0.67,0,1,0,1,0,1,0,0,0,1,0,1
"757",757,0,0,0,405,28,0,0,1,1,1,0,0,0,0,1,0,0
"758",758,0,0,0,239,18,0,1,0,1,0,1,0,0,0,1,0,0
"759",759,0,0,0,425,34,0,0,1,1,1,0,0,0,0,1,0,0
"760",760,0,0,2,1,33,1,0,0,0,0,1,0,0,0,1,0,1
"761",761,0,0,0,421,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
"762",762,0,0,0,647,41,0,0,1,1,1,0,0,0,0,1,0,0
"763",763,0,0,0,192,20,0,0,1,1,1,0,0,1,0,0,0,1
"764",764,1,2,2,34,36,1,0,0,0,0,0,1,0,0,1,0,1
"765",765,0,0,0,328,16,0,0,1,1,1,0,0,0,0,1,0,0
"766",766,1,0,4,72,51,1,0,0,0,0,1,0,0,0,1,0,1
"767",767,0,0,0,19,29.6991176470588,1,0,0,1,0,1,0,1,0,0,0,0
"768",768,0,0,0,437,30.5,0,0,1,0,1,0,0,0,1,0,0,0
"769",769,1,0,0,470,29.6991176470588,0,0,1,1,0,1,0,0,1,0,0,0
"770",770,0,0,0,512,32,0,0,1,1,1,0,0,0,0,1,0,0
"771",771,0,0,0,314,24,0,0,1,1,1,0,0,0,0,1,0,0
"772",772,0,0,0,408,48,0,0,1,1,1,0,0,0,0,1,0,0
"773",773,0,0,5,620,57,0,1,0,0,0,1,0,0,0,1,0,0
"774",774,0,0,0,202,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
"775",775,1,3,0,237,54,0,1,0,0,0,1,0,0,0,1,0,1
"776",776,0,0,0,331,18,0,0,1,1,1,0,0,0,0,1,0,0
"777",777,0,0,6,482,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
"778",778,0,0,0,433,5,0,0,1,0,0,1,0,0,0,1,0,1
"779",779,0,0,0,451,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
"780",780,0,1,2,142,43,1,0,0,0,0,0,1,0,0,1,0,1
"781",781,0,0,0,209,13,0,0,1,0,1,0,0,1,0,0,0,1
"782",782,1,0,2,90,17,1,0,0,0,0,1,0,0,0,1,0,1
"783",783,0,0,4,27,29,1,0,0,1,0,1,0,0,0,1,0,0
"784",784,1,2,0,676,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
"785",785,0,0,0,644,25,0,0,1,1,1,0,0,0,0,1,0,0
"786",786,0,0,0,475,25,0,0,1,1,1,0,0,0,0,1,0,0
"787",787,0,0,0,244,18,0,0,1,0,1,0,0,0,0,1,0,1
"788",788,3,1,0,481,8,0,0,1,1,0,1,0,0,1,0,0,0
"789",789,1,2,0,549,1,0,0,1,1,0,1,0,0,0,1,0,1
"790",790,0,0,2,593,46,1,0,0,1,0,1,0,1,0,0,0,0
"791",791,0,0,0,67,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
"792",792,0,0,0,140,16,0,1,0,1,0,1,0,0,0,1,0,0
"793",793,3,2,0,569,9,0,0,1,0,0,1,0,0,0,1,0,0
"794",794,0,0,0,598,29.6991176470588,1,0,0,1,0,1,0,1,0,0,0,0
"795",795,0,0,0,351,25,0,0,1,1,1,0,0,0,0,1,0,0
"796",796,0,0,0,224,39,0,1,0,1,0,1,0,0,0,1,0,0
"797",797,0,0,4,88,49,1,0,0,0,0,1,0,0,0,1,0,1
"798",798,0,0,0,384,31,0,0,1,0,1,0,0,0,0,1,0,1
"799",799,0,0,0,207,30,0,0,1,1,1,0,0,1,0,0,0,0
"800",800,1,1,0,308,30,0,0,1,0,0,1,0,0,0,1,0,0
"801",801,0,0,0,165,34,0,1,0,1,0,1,0,0,0,1,0,0
"802",802,1,1,0,557,31,0,1,0,0,0,1,0,0,0,1,0,1
"803",803,1,2,2,34,11,1,0,0,1,0,0,1,0,0,1,0,1
"804",804,0,1,0,175,0.42,0,0,1,1,1,0,0,1,0,0,0,1
"805",805,0,0,0,339,27,0,0,1,1,1,0,0,0,0,1,0,1
"806",806,0,0,0,321,31,0,0,1,1,1,0,0,0,0,1,0,0
"807",807,0,0,1,13,39,1,0,0,1,1,0,0,0,0,1,0,0
"808",808,0,0,0,337,18,0,0,1,0,1,0,0,0,0,1,0,0
"809",809,0,0,0,155,39,0,1,0,1,0,1,0,0,0,1,0,0
"810",810,1,0,5,52,33,1,0,0,0,0,1,0,0,0,1,0,1
"811",811,0,0,0,340,26,0,0,1,1,1,0,0,0,0,1,0,0
"812",812,0,0,0,520,39,0,0,1,1,0,1,0,0,0,1,0,0
"813",813,0,0,0,223,35,0,1,0,1,0,1,0,0,0,1,0,0
"814",814,3,2,0,334,6,0,0,1,0,0,1,0,0,0,1,0,0
"815",815,0,0,0,428,30.5,0,0,1,1,1,0,0,0,0,1,0,0
"816",816,0,0,2,16,29.6991176470588,1,0,0,1,1,0,0,0,0,1,0,0
"817",817,0,0,0,672,23,0,0,1,0,1,0,0,0,0,1,0,0
"818",818,1,1,0,619,31,0,1,0,1,0,1,0,1,0,0,0,0
"819",819,0,0,0,544,43,0,0,1,1,1,0,0,0,0,1,0,0
"820",820,3,2,0,338,10,0,0,1,1,0,1,0,0,0,1,0,0
"821",821,1,1,2,68,52,1,0,0,0,0,1,0,0,0,1,0,1
"822",822,0,0,0,270,27,0,0,1,1,1,0,0,0,0,1,0,1
"823",823,0,0,0,98,38,1,0,0,1,1,0,0,0,0,1,0,0
"824",824,0,1,5,487,27,0,0,1,0,0,1,0,0,0,1,0,1
"825",825,3,1,0,250,2,0,0,1,1,0,1,0,0,0,1,0,0
"826",826,0,0,0,449,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
"827",827,0,0,0,81,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
"828",828,0,2,0,619,1,0,1,0,1,0,1,0,1,0,0,0,1
"829",829,0,0,0,443,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,1
"830",830,0,0,2,33,62,1,0,0,0,0,1,0,0,0,0,1,1
"831",831,1,0,0,189,15,0,0,1,0,0,1,0,1,0,0,0,1
"832",832,1,1,0,238,0.83,0,1,0,1,0,1,0,0,0,1,0,1
"833",833,0,0,0,200,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
"834",834,0,0,0,343,23,0,0,1,1,1,0,0,0,0,1,0,0
"835",835,0,0,0,108,18,0,0,1,1,1,0,0,0,0,1,0,0
"836",836,1,1,5,610,39,1,0,0,0,0,1,0,1,0,0,0,1
"837",837,0,0,0,269,21,0,0,1,1,1,0,0,0,0,1,0,0
"838",838,0,0,0,486,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"839",839,0,0,0,81,32,0,0,1,1,0,1,0,0,0,1,0,1
"840",840,0,0,3,63,29.6991176470588,1,0,0,1,0,1,0,1,0,0,0,1
"841",841,0,0,0,648,20,0,0,1,1,1,0,0,0,0,1,0,0
"842",842,0,0,5,620,16,0,1,0,1,0,1,0,0,0,1,0,0
"843",843,0,0,0,48,30,1,0,0,0,0,1,0,1,0,0,0,1
"844",844,0,0,0,206,34.5,0,0,1,1,1,0,0,1,0,0,0,0
"845",845,0,0,0,265,17,0,0,1,1,1,0,0,0,0,1,0,0
"846",846,0,0,0,564,42,0,0,1,1,1,0,0,0,0,1,0,0
"847",847,3,2,0,569,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
"848",848,0,0,0,360,35,0,0,1,1,1,0,0,1,0,0,0,0
"849",849,0,1,0,156,28,0,1,0,1,0,1,0,0,0,1,0,0
"850",850,1,0,3,85,29.6991176470588,1,0,0,0,0,1,0,1,0,0,0,1
"851",851,3,2,0,334,4,0,0,1,1,0,1,0,0,0,1,0,0
"852",852,0,0,0,318,74,0,0,1,1,1,0,0,0,0,1,0,0
"853",853,1,1,0,204,9,0,0,1,0,0,1,0,1,0,0,0,0
"854",854,0,1,4,592,16,1,0,0,0,0,1,0,0,0,1,0,1
"855",855,1,0,0,145,44,0,1,0,0,0,1,0,0,0,1,0,0
"856",856,0,1,0,485,18,0,0,1,0,1,0,0,0,0,1,0,1
"857",857,1,1,3,454,45,1,0,0,0,0,0,1,0,0,1,0,1
"858",858,0,0,5,24,51,1,0,0,1,0,1,0,0,0,1,0,1
"859",859,0,3,0,195,24,0,0,1,0,0,1,0,1,0,0,0,1
"860",860,0,0,0,179,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
"861",861,2,0,0,400,41,0,0,1,1,0,1,0,0,0,1,0,0
"862",862,1,0,0,222,21,0,1,0,1,0,1,0,0,0,1,0,0
"863",863,0,0,4,89,48,1,0,0,0,0,1,0,0,0,1,0,1
"864",864,3,2,0,569,9,0,0,1,0,0,1,0,0,0,1,0,0
"865",865,0,0,0,121,24,0,1,0,1,0,1,0,0,0,1,0,0
"866",866,0,0,0,127,42,0,1,0,0,0,1,0,0,0,1,0,1
"867",867,1,0,0,634,27,0,1,0,0,0,1,0,1,0,0,0,1
"868",868,0,0,1,591,31,1,0,0,1,0,1,0,0,0,1,0,0
"869",869,0,0,0,310,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"870",870,1,1,0,345,4,0,0,1,1,0,1,0,0,0,1,0,1
"871",871,0,0,0,388,26,0,0,1,1,1,0,0,0,0,1,0,0
"872",872,1,1,4,55,47,1,0,0,0,0,1,0,0,0,1,0,1
"873",873,0,0,2,503,33,1,0,0,1,1,0,0,0,0,1,0,0
"874",874,0,0,0,304,47,0,0,1,1,1,0,0,0,0,1,0,0
"875",875,1,0,0,576,28,0,1,0,0,0,1,0,1,0,0,0,1
"876",876,0,0,0,196,15,0,0,1,0,1,0,0,1,0,0,0,1
"877",877,0,0,0,505,20,0,0,1,1,1,0,0,0,0,1,0,0
"878",878,0,0,0,359,19,0,0,1,1,1,0,0,0,0,1,0,0
"879",879,0,0,0,364,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
"880",880,0,1,3,60,56,1,0,0,0,0,1,0,1,0,0,0,1
"881",881,0,1,0,116,25,0,1,0,0,0,1,0,0,0,1,0,1
"882",882,0,0,0,395,33,0,0,1,1,1,0,0,0,0,1,0,0
"883",883,0,0,0,509,22,0,0,1,0,0,1,0,0,0,1,0,0
"884",884,0,0,0,566,28,0,1,0,1,0,1,0,0,0,1,0,0
"885",885,0,0,0,651,25,0,0,1,1,1,0,0,0,0,1,0,0
"886",886,0,3,0,481,39,0,0,1,0,0,1,0,0,1,0,0,0
"887",887,0,0,0,102,27,0,1,0,1,0,1,0,0,0,1,0,0
"888",888,0,0,2,15,19,1,0,0,0,0,1,0,0,0,1,0,1
"889",889,1,2,0,676,9,0,0,1,0,0,1,0,0,0,1,0,0
"890",890,0,0,3,9,26,1,0,0,1,0,1,0,1,0,0,0,1
"891",891,0,0,0,467,32,0,0,1,1,1,0,0,0,1,0,0,0
