@relation df
@attribute PassengerId numeric
@attribute SibSp numeric
@attribute Parch numeric
@attribute CabinCat numeric
@attribute TicketId numeric
@attribute Age numeric
@attribute Class.1 numeric
@attribute Class.2 numeric
@attribute Class.3 numeric
@attribute Gender numeric
@attribute Fare.1 numeric
@attribute Fare.2 numeric
@attribute Fare.3 numeric
@attribute Embarked.C numeric
@attribute Embarked.Q numeric
@attribute Embarked.S numeric
@attribute Embarked.NA numeric
@attribute Survived {0,1}
@data
738,0,0,2,609,35,1,0,0,1,0,0,1,1,0,0,0,1
739,0,0,0,350,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
740,0,0,0,365,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
741,0,0,4,83,29.6991176470588,1,0,0,1,0,1,0,0,0,1,0,1
742,1,0,3,92,36,1,0,0,1,0,1,0,0,0,1,0,0
743,2,2,2,603,21,1,0,0,0,0,0,1,1,0,0,0,1
744,1,0,0,478,24,0,0,1,1,0,1,0,0,0,1,0,0
745,0,0,0,663,31,0,0,1,1,1,0,0,0,0,1,0,1
746,1,1,2,681,70,1,0,0,1,0,1,0,0,0,1,0,0
747,1,1,0,552,16,0,0,1,1,0,1,0,0,0,1,0,0
748,0,0,0,166,30,0,1,0,0,0,1,0,0,0,1,0,1
749,1,0,4,36,19,1,0,0,1,0,1,0,0,0,1,0,0
750,0,0,0,288,31,0,0,1,1,1,0,0,0,1,0,0,0
751,1,1,0,235,4,0,1,0,0,0,1,0,0,0,1,0,1
752,0,1,5,487,6,0,0,1,1,0,1,0,0,0,1,0,1
753,0,0,0,313,33,0,0,1,1,1,0,0,0,0,1,0,0
754,0,0,0,352,23,0,0,1,1,1,0,0,0,0,1,0,0
755,1,2,0,107,48,0,1,0,0,0,1,0,0,0,1,0,1
756,1,1,0,167,0.67,0,1,0,1,0,1,0,0,0,1,0,1
757,0,0,0,405,28,0,0,1,1,1,0,0,0,0,1,0,0
758,0,0,0,239,18,0,1,0,1,0,1,0,0,0,1,0,0
759,0,0,0,425,34,0,0,1,1,1,0,0,0,0,1,0,0
760,0,0,2,1,33,1,0,0,0,0,1,0,0,0,1,0,1
761,0,0,0,421,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
762,0,0,0,647,41,0,0,1,1,1,0,0,0,0,1,0,0
763,0,0,0,192,20,0,0,1,1,1,0,0,1,0,0,0,1
764,1,2,2,34,36,1,0,0,0,0,0,1,0,0,1,0,1
765,0,0,0,328,16,0,0,1,1,1,0,0,0,0,1,0,0
766,1,0,4,72,51,1,0,0,0,0,1,0,0,0,1,0,1
767,0,0,0,19,29.6991176470588,1,0,0,1,0,1,0,1,0,0,0,0
768,0,0,0,437,30.5,0,0,1,0,1,0,0,0,1,0,0,0
769,1,0,0,470,29.6991176470588,0,0,1,1,0,1,0,0,1,0,0,0
770,0,0,0,512,32,0,0,1,1,1,0,0,0,0,1,0,0
771,0,0,0,314,24,0,0,1,1,1,0,0,0,0,1,0,0
772,0,0,0,408,48,0,0,1,1,1,0,0,0,0,1,0,0
773,0,0,5,620,57,0,1,0,0,0,1,0,0,0,1,0,0
774,0,0,0,202,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
775,1,3,0,237,54,0,1,0,0,0,1,0,0,0,1,0,1
776,0,0,0,331,18,0,0,1,1,1,0,0,0,0,1,0,0
777,0,0,6,482,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
778,0,0,0,433,5,0,0,1,0,0,1,0,0,0,1,0,1
779,0,0,0,451,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
780,0,1,2,142,43,1,0,0,0,0,0,1,0,0,1,0,1
781,0,0,0,209,13,0,0,1,0,1,0,0,1,0,0,0,1
782,1,0,2,90,17,1,0,0,0,0,1,0,0,0,1,0,1
783,0,0,4,27,29,1,0,0,1,0,1,0,0,0,1,0,0
784,1,2,0,676,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
785,0,0,0,644,25,0,0,1,1,1,0,0,0,0,1,0,0
786,0,0,0,475,25,0,0,1,1,1,0,0,0,0,1,0,0
787,0,0,0,244,18,0,0,1,0,1,0,0,0,0,1,0,1
788,3,1,0,481,8,0,0,1,1,0,1,0,0,1,0,0,0
789,1,2,0,549,1,0,0,1,1,0,1,0,0,0,1,0,1
790,0,0,2,593,46,1,0,0,1,0,1,0,1,0,0,0,0
791,0,0,0,67,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
792,0,0,0,140,16,0,1,0,1,0,1,0,0,0,1,0,0
793,3,2,0,569,9,0,0,1,0,0,1,0,0,0,1,0,0
794,0,0,0,598,29.6991176470588,1,0,0,1,0,1,0,1,0,0,0,0
795,0,0,0,351,25,0,0,1,1,1,0,0,0,0,1,0,0
796,0,0,0,224,39,0,1,0,1,0,1,0,0,0,1,0,0
797,0,0,4,88,49,1,0,0,0,0,1,0,0,0,1,0,1
798,0,0,0,384,31,0,0,1,0,1,0,0,0,0,1,0,1
799,0,0,0,207,30,0,0,1,1,1,0,0,1,0,0,0,0
800,1,1,0,308,30,0,0,1,0,0,1,0,0,0,1,0,0
801,0,0,0,165,34,0,1,0,1,0,1,0,0,0,1,0,0
802,1,1,0,557,31,0,1,0,0,0,1,0,0,0,1,0,1
803,1,2,2,34,11,1,0,0,1,0,0,1,0,0,1,0,1
804,0,1,0,175,0.42,0,0,1,1,1,0,0,1,0,0,0,1
805,0,0,0,339,27,0,0,1,1,1,0,0,0,0,1,0,1
806,0,0,0,321,31,0,0,1,1,1,0,0,0,0,1,0,0
807,0,0,1,13,39,1,0,0,1,1,0,0,0,0,1,0,0
808,0,0,0,337,18,0,0,1,0,1,0,0,0,0,1,0,0
809,0,0,0,155,39,0,1,0,1,0,1,0,0,0,1,0,0
810,1,0,5,52,33,1,0,0,0,0,1,0,0,0,1,0,1
811,0,0,0,340,26,0,0,1,1,1,0,0,0,0,1,0,0
812,0,0,0,520,39,0,0,1,1,0,1,0,0,0,1,0,0
813,0,0,0,223,35,0,1,0,1,0,1,0,0,0,1,0,0
814,3,2,0,334,6,0,0,1,0,0,1,0,0,0,1,0,0
815,0,0,0,428,30.5,0,0,1,1,1,0,0,0,0,1,0,0
816,0,0,2,16,29.6991176470588,1,0,0,1,1,0,0,0,0,1,0,0
817,0,0,0,672,23,0,0,1,0,1,0,0,0,0,1,0,0
818,1,1,0,619,31,0,1,0,1,0,1,0,1,0,0,0,0
819,0,0,0,544,43,0,0,1,1,1,0,0,0,0,1,0,0
820,3,2,0,338,10,0,0,1,1,0,1,0,0,0,1,0,0
821,1,1,2,68,52,1,0,0,0,0,1,0,0,0,1,0,1
822,0,0,0,270,27,0,0,1,1,1,0,0,0,0,1,0,1
823,0,0,0,98,38,1,0,0,1,1,0,0,0,0,1,0,0
824,0,1,5,487,27,0,0,1,0,0,1,0,0,0,1,0,1
825,3,1,0,250,2,0,0,1,1,0,1,0,0,0,1,0,0
826,0,0,0,449,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,0
827,0,0,0,81,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
828,0,2,0,619,1,0,1,0,1,0,1,0,1,0,0,0,1
829,0,0,0,443,29.6991176470588,0,0,1,1,1,0,0,0,1,0,0,1
830,0,0,2,33,62,1,0,0,0,0,1,0,0,0,0,1,1
831,1,0,0,189,15,0,0,1,0,0,1,0,1,0,0,0,1
832,1,1,0,238,0.83,0,1,0,1,0,1,0,0,0,1,0,1
833,0,0,0,200,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
834,0,0,0,343,23,0,0,1,1,1,0,0,0,0,1,0,0
835,0,0,0,108,18,0,0,1,1,1,0,0,0,0,1,0,0
836,1,1,5,610,39,1,0,0,0,0,1,0,1,0,0,0,1
837,0,0,0,269,21,0,0,1,1,1,0,0,0,0,1,0,0
838,0,0,0,486,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
839,0,0,0,81,32,0,0,1,1,0,1,0,0,0,1,0,1
840,0,0,3,63,29.6991176470588,1,0,0,1,0,1,0,1,0,0,0,1
841,0,0,0,648,20,0,0,1,1,1,0,0,0,0,1,0,0
842,0,0,5,620,16,0,1,0,1,0,1,0,0,0,1,0,0
843,0,0,0,48,30,1,0,0,0,0,1,0,1,0,0,0,1
844,0,0,0,206,34.5,0,0,1,1,1,0,0,1,0,0,0,0
845,0,0,0,265,17,0,0,1,1,1,0,0,0,0,1,0,0
846,0,0,0,564,42,0,0,1,1,1,0,0,0,0,1,0,0
847,3,2,0,569,29.6991176470588,0,0,1,1,0,1,0,0,0,1,0,0
848,0,0,0,360,35,0,0,1,1,1,0,0,1,0,0,0,0
849,0,1,0,156,28,0,1,0,1,0,1,0,0,0,1,0,0
850,1,0,3,85,29.6991176470588,1,0,0,0,0,1,0,1,0,0,0,1
851,3,2,0,334,4,0,0,1,1,0,1,0,0,0,1,0,0
852,0,0,0,318,74,0,0,1,1,1,0,0,0,0,1,0,0
853,1,1,0,204,9,0,0,1,0,0,1,0,1,0,0,0,0
854,0,1,4,592,16,1,0,0,0,0,1,0,0,0,1,0,1
855,1,0,0,145,44,0,1,0,0,0,1,0,0,0,1,0,0
856,0,1,0,485,18,0,0,1,0,1,0,0,0,0,1,0,1
857,1,1,3,454,45,1,0,0,0,0,0,1,0,0,1,0,1
858,0,0,5,24,51,1,0,0,1,0,1,0,0,0,1,0,1
859,0,3,0,195,24,0,0,1,0,0,1,0,1,0,0,0,1
860,0,0,0,179,29.6991176470588,0,0,1,1,1,0,0,1,0,0,0,0
861,2,0,0,400,41,0,0,1,1,0,1,0,0,0,1,0,0
862,1,0,0,222,21,0,1,0,1,0,1,0,0,0,1,0,0
863,0,0,4,89,48,1,0,0,0,0,1,0,0,0,1,0,1
864,3,2,0,569,9,0,0,1,0,0,1,0,0,0,1,0,0
865,0,0,0,121,24,0,1,0,1,0,1,0,0,0,1,0,0
866,0,0,0,127,42,0,1,0,0,0,1,0,0,0,1,0,1
867,1,0,0,634,27,0,1,0,0,0,1,0,1,0,0,0,1
868,0,0,1,591,31,1,0,0,1,0,1,0,0,0,1,0,0
869,0,0,0,310,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
870,1,1,0,345,4,0,0,1,1,0,1,0,0,0,1,0,1
871,0,0,0,388,26,0,0,1,1,1,0,0,0,0,1,0,0
872,1,1,4,55,47,1,0,0,0,0,1,0,0,0,1,0,1
873,0,0,2,503,33,1,0,0,1,1,0,0,0,0,1,0,0
874,0,0,0,304,47,0,0,1,1,1,0,0,0,0,1,0,0
875,1,0,0,576,28,0,1,0,0,0,1,0,1,0,0,0,1
876,0,0,0,196,15,0,0,1,0,1,0,0,1,0,0,0,1
877,0,0,0,505,20,0,0,1,1,1,0,0,0,0,1,0,0
878,0,0,0,359,19,0,0,1,1,1,0,0,0,0,1,0,0
879,0,0,0,364,29.6991176470588,0,0,1,1,1,0,0,0,0,1,0,0
880,0,1,3,60,56,1,0,0,0,0,1,0,1,0,0,0,1
881,0,1,0,116,25,0,1,0,0,0,1,0,0,0,1,0,1
882,0,0,0,395,33,0,0,1,1,1,0,0,0,0,1,0,0
883,0,0,0,509,22,0,0,1,0,0,1,0,0,0,1,0,0
884,0,0,0,566,28,0,1,0,1,0,1,0,0,0,1,0,0
885,0,0,0,651,25,0,0,1,1,1,0,0,0,0,1,0,0
886,0,3,0,481,39,0,0,1,0,0,1,0,0,1,0,0,0
887,0,0,0,102,27,0,1,0,1,0,1,0,0,0,1,0,0
888,0,0,2,15,19,1,0,0,0,0,1,0,0,0,1,0,1
889,1,2,0,676,9,0,0,1,0,0,1,0,0,0,1,0,0
890,0,0,3,9,26,1,0,0,1,0,1,0,1,0,0,0,1
891,0,0,0,467,32,0,0,1,1,1,0,0,0,1,0,0,0
