"","id","Name","Age","Class","Ticket","Embarked","Job","Boat"
"549","","RICHARDS, Master William Rowe","3","2nd Class Passenger","29106£18               15s","Southampton","","4"
"550","","RICHARDS, Master Sibley George","9m","2nd Class Passenger","29106£18               15s","Southampton","","4"
"551","","RIDSDALE, Miss Lucy","50","2nd Class Passenger","14258£10               10s","Southampton","","13"
"552","","RIORDAN, Miss Hannah","18","3rd Class Passenger","334915£7               14s               5d","Queenstown","","13"
"553","","ROBERT, Mrs Elisabeth Walton","43","1st Class Passenger","24160£211               6s               9d","Southampton","Of Independent Means","2"
"554","","ROBERTS, Mrs Mary Kezziah","41","Victualling Crew","","Southampton","Stewardess",""
"555","","ROBINSON, Mrs Annie","40","Victualling Crew","","Southampton","Stewardess","11"
"556","","ROMAINE, Mr Charles Hallace","45","1st Class Passenger","111428£26               11s","Southampton","","9"
"557","","ROSENBAUM, Miss Edith Louise","34","1st Class Passenger","17613£27               14s               5d","Cherbourg","Journalist","11"
"558","","ROSS, Mr Horace Leopold","36","Victualling Crew","","Southampton","Scullion",""
"559","","ROTH, Miss Sarah A.","26","3rd Class Passenger","342712£8               1s","Southampton","Tailor","C"
"560","","ROTHES,  Lucy NoÃ«l Martha, Countess of","33","1st Class Passenger","110152£86               10s","Southampton","Of Independent Means","8"
"561","","ROTHSCHILD, Mrs Elizabeth Jane Anne","54","1st Class Passenger","17603£59               8s","Cherbourg","","6"
"562","","ROWE, Mr George Thomas","32","Deck Crew","","Belfast","Quartermaster","C"
"563","","RUGG, Miss Emily","21","2nd Class Passenger","31026£10               10s","Southampton","","12"
"564","","RULE, Mr Samuel James","58","Victualling Crew","","Belfast","Bath Room Steward",""
"565","","RYAN, Mr Edward","24","3rd Class Passenger","383162£7               15s","Queenstown","General Labourer","14"
"566","","RYERSON, Mrs Emily Maria","48","1st Class Passenger","17608£262               7s               6d","Cherbourg","","4"
"567","","RYERSON, Miss Emily Borie","18","1st Class Passenger","17608£262               7s               6d","Cherbourg","","4"
"568","","RYERSON, Miss Susan Parker ""Suzette""","21","1st Class Passenger","17608£262               7s               6d","Cherbourg","","4"
"569","","RYERSON, Master John Borie","13","1st Class Passenger","17608£262               7s               6d","Cherbourg","","4"
"570","","RYERSON, Mr William Edwy","32","Victualling Crew","","Southampton","Saloon Steward",""
"571","","SAALFELD, Mr Adolphe","47","1st Class Passenger","19988£30               10s","Southampton","Businessman","3"
"572","","SALKJELSVIK, Miss Anna Kristine","21","3rd Class Passenger","343120£7               13s","Southampton","","C"
"573","","SALOMON, Mr Abraham Lincoln","43","1st Class Passenger","111163£26","Cherbourg","Businessman","1"
"574","","SANDSTRÃ¶M, Mrs Agnes Charlotta","24","3rd Class Passenger","9549£16               14s","Southampton","","13"
"575","","SANDSTRÃ¶M, Miss Beatrice Irene","1","3rd Class Passenger","9549£16               14s","Southampton","","13"
"576","","SANDSTRÃ¶M, Miss Marguerite Rut","4","3rd Class Passenger","9549£16               14s","Southampton","","13"
"577","","SAP, Mr Julius (""Jules _"")","21","3rd Class Passenger","345768£9               10s","Southampton","","11"
"578","","SAVAGE, Mr Charles Joseph","23","Victualling Crew","","Southampton","Steward","11"
"579","","SÃ¤GESSER, Mlle Emma","24","1st Class PassengerServant","17477£69               6s","Cherbourg","Personal Maid","9"
"580","","SCARROTT, Mr Joseph George","33","Deck Crew","","Southampton","Able Seaman","14"
"581","","SCHABERT, Mrs Emma","35","1st Class Passenger","13236£57               15s","Cherbourg","","11"
"582","","SCHEERLINCK, Mr Jean","29","3rd Class Passenger","345779£9               10s","Southampton","","11"
"583","","SCOTT, Mr Frederick William","28","Engineering Crew","","Southampton","Greaser","4"
"584","","SELF, Mr Albert Charles Edward","24","Engineering Crew","","Southampton","Fireman",""
"585","","SENIOR, Mr Harry","31","Engineering Crew","","Southampton","Fireman",""
"586","","SERREPLAN, Miss Auguste","30","1st Class PassengerServant","113798£31","Southampton","Personal Maid","4"
"587","","SEWARD, Mr Frederic Kimber","34","1st Class Passenger","113794£26               11s","Southampton","Lawyer","7"
"588","","SEWARD, Mr Wilfred Deable","25","Victualling Crew","","Southampton","Chief Pantry Steward (2nd Class)","3"
"589","","SHEATH, Mr Frederick","20","Engineering Crew","","Southampton","Trimmer","1"
"590","","SHELLEY, Mrs Imanita Parrish","25","2nd Class Passenger","230433£26","Southampton","","12"
"591","","SHIERS, Mr Alfred Charles","25","Engineering Crew","","Southampton","Fireman",""
"592","","SHINE, Miss Ellen Natalia","20","3rd Class Passenger","330968£7               16s               7d","Queenstown","",""
"593","","SHUTES, Miss Elizabeth Weed","40","1st Class PassengerServant","17582£153               9s               3d","Southampton","Governess","3"
"594","","SILVÃ©N, Miss Lyyli Karoliina","17","2nd Class Passenger","250652£13","Southampton","","16"
"595","","SILVERTHORNE, Mr Spencer Victor","35","1st Class Passenger","17475£26               5s               9d","Southampton","","5"
"596","","SILVEY, Mrs Alice","39","1st Class Passenger","13507£55               18s","Cherbourg","","11"
"597","","SIMMONS, Mr Andrew George James","31","Victualling Crew","","Southampton","Scullion",""
"598","","SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons","56","1st Class Passenger","13213£35               10s","Southampton","Banker","3"
"599","","SINCOCK, Miss Maude","20","2nd Class Passenger","33112£36               15s","Southampton","","11"
"600","","SINKKONEN, Miss Anna","30","2nd Class Passenger","250648£13","Southampton","","10"
"601","","SJÃ¶BLOM, Miss Anna Sofia","18","3rd Class Passenger","3101265£6               9s               11d","Southampton","","16"
"602","","SLAYTER, Miss Hilda Mary","30","2nd Class Passenger","234818£12               7s","Queenstown","","13"
"603","","SLOAN, Miss Mary","28","Victualling Crew","","Southampton","Stewardess",""
"604","","SLOCOMBE, Mrs Maude Louise","30","Victualling Crew","","Southampton","Turkish Bath Stewardess",""
"605","","SLOPER, Mr William Thompson","28","1st Class Passenger","113788£35               10s","Southampton","Stockbroker","7"
"606","","SMITH, Mrs Mary Eloise","18","1st Class Passenger","13695£60","Cherbourg","","6"
"607","","SMITH, Miss Marion Elsie","39","2nd Class Passenger","31418£13","Southampton","","9"
"608","","SMITH, Miss Katherine E.","42","Victualling Crew","","Southampton","Stewardess",""
"609","","SMYTH, Miss Julia","17","3rd Class Passenger","335432£7               14s               8d","Queenstown","","13"
"610","","SNOW, Mr Eustace Philip","21","Engineering Crew","","Southampton","Trimmer",""
"611","","SNYDER, Mr John Pillsbury","24","1st Class Passenger","21228£82               5s               4d","Southampton","","7"
"612","","SNYDER, Mrs Nelle","23","1st Class Passenger","21228£82               5s               4d","Southampton","","7"
"613","","SPARKMAN, Mr H.","30","Engineering Crew","","Southampton","Fireman",""
"614","","SPEDDEN, Mr Frederic Oakley","45","1st Class Passenger","16966£134               10s","Cherbourg","","3"
"615","","SPEDDEN, Mrs Margaretta Corning","39","1st Class Passenger","16966£134               10s","Cherbourg","","3"
"616","","SPEDDEN, Master Robert Douglas","6","1st Class Passenger","16966£134               10s","Cherbourg","","3"
"617","","SPENCER, Mrs Marie Eugenie","45","1st Class Passenger","17569£146               10s               5d","Cherbourg","","6"
"618","","STANLEY, Miss Amy Zillah Elsie","24","3rd Class Passenger","2314£7               11s","Southampton","Servant","C"
"619","","STAP, Miss Sarah Agnes","47","Victualling Crew","","Southampton","Stewardess",""
"620","","STÃ¤HELIN-MAEGLIN, Dr Max","32","1st Class Passenger","13214£30               10s","Southampton","Lawyer","3"
"621","","STENGEL, Mr Charles Emil Henry","54","1st Class Passenger","11778£55               8s               10d","Cherbourg","Businessman","1"
"622","","STENGEL, Mrs Annie May","44","1st Class Passenger","11778£55               8s               10d","Cherbourg","","5"
"623","","STEPHENSON, Mrs Martha","52","1st Class Passenger","36947£78               5s               4d","Cherbourg","","4"
"624","","STEWART, Mr John","27","Victualling Crew","","Belfast","Verandah Steward","15"
"625","","STONE, Mrs Martha Evelyn","62","1st Class Passenger","113572£80","Southampton","","6"
"626","","STRANDÃ©N, Mr Juho Niilosson","31","3rd Class Passenger","3101288£7               18s               6d","Southampton","","9"
"627","","STREET, Mr Thomas Albert","25","Engineering Crew","","Southampton","Fireman",""
"628","","SUNDERLAND, Mr Victor Francis","20","3rd Class Passenger","392089£8               1s","Southampton","Farmer","B"
"629","","SUNDMAN, Mr Johan Julian","44","3rd Class Passenger","3101269£7               18s               6d","Southampton","","15"
"630","","SVENSSON, Mr Johan Cervin","14","3rd Class Passenger","7538£9               4s               6d","Southampton","","13"
"631","","SWIFT, Mrs Margaret Welles","46","1st Class Passenger","17466£25               18s               7d","Southampton","","8"
"632","","SYMONS, Mr George Thomas Macdonald","24","Deck Crew","","Southampton","Lookout","1"
"633","","TAUSSIG, Mrs Tillie","39","1st Class Passenger","110413£79               13s","Southampton","","8"
"634","","TAUSSIG, Miss Ruth","18","1st Class Passenger","110413£79               13s","Southampton","","8"
"635","","TAYLOR, Mr Elmer Zebley","48","1st Class Passenger","19996£52","Southampton","Manufacturer","5"
"636","","TAYLOR, Mrs Juliet Cummins","49","1st Class Passenger","19996£52","Southampton","","5"
"637","","TAYLOR, Mr George","24","Engineering Crew","","Southampton","Fireman","1"
"638","","TAYLOR, Mr William Henry","27","Engineering Crew","","Southampton","Fireman","15"
"639","","TÃ¶RNQUIST, Mr William Henry","25","3rd Class Passenger","370160","Southampton","Seaman","15"
"640","","TENGLIN, Mr Gunnar Isidor","25","3rd Class Passenger","350033£7               15s               11d","Southampton","","13"
"641","","TERRELL, Mr Frank","27","Victualling Crew","","Southampton","Assistant Saloon Steward","11"
"642","","THAYER, Mrs Marian Longstreth","39","1st Class Passenger","17421£110               17s               8d","Cherbourg","","4"
"643","","THAYER, Mr John Borland jr","17","1st Class Passenger","17421£110               17s               8d","Cherbourg","Scholar","B"
"644","","THEISSINGER, Mr Alfred","46","Victualling Crew","","Southampton","Bed Room Steward",""
"645","","THOMAS, Mrs Thamine ""Thelma""","16","3rd Class Passenger","2625£8               10s               4d","Cherbourg","","14"
"646","","THOMAS, Mr Benjamin James","30","Victualling Crew","","Belfast","Saloon Steward","15"
"647","","THOMAS, Mr Albert Charles","23","Victualling Crew","","Southampton","Saloon Steward",""
"648","","THOMAS/TANNOUS, Master Assad Alexander","5m","3rd Class Passenger","2625£8               10s               4d","Cherbourg","","16"
"649","","THOMPSON, Mr John William","35","Engineering Crew","","Southampton","Fireman","A"
"650","","THORNE, Miss Gertrude Maybelle","38","1st Class Passenger","17585£80                             4d","Cherbourg","","D"
"651","","THORNEYCROFT, Mrs Florence Kate","32","3rd Class Passenger","376564£16               2s","Southampton","","10"
"652","","THRELFALL, Mr Thomas","44","Engineering Crew","","Southampton","Leading Fireman",""
"653","","THRESHER, Mr George Terrill","25","Engineering Crew","","Southampton","Fireman","9"
"654","","TOMS, Mr Fred","29","Victualling Crew","","Belfast","Saloon Steward","15"
"655","","TOOMEY, Miss Ellen Mary","48","2nd Class Passenger","13531£10               10s","Southampton","Servant","9"
"656","","TOUMA, Mrs Hanna Youssef","27","3rd Class Passenger","2650£15               4s               11d","Cherbourg","","C"
"657","","TOUMA, Miss Maria Youssef (""Mary Thomas"")","9","3rd Class Passenger","2650£15               4s               11d","Cherbourg","","C"
"658","","TOUMA, Master Georges Youssef (""George Thomas"")","8","3rd Class Passenger","2650£15               4s               11d","Cherbourg","","C"
"659","","TRIGGS, Mr Robert","40","Engineering Crew","","Southampton","Fireman","3"
"660","","TROUT, Mrs Jessie L.","26","2nd Class Passenger","240929£12               13s","Southampton","","9"
"661","","TROUTT, Miss Edwina Celia","27","2nd Class Passenger","34218£10               10s","Southampton","","16"
"662","","TUCKER, Mr Gilbert Milligan jr","31","1st Class Passenger","2543£28               10s               9d","Cherbourg","","7"
"663","","TURJA, Miss Anna Sofia","18","3rd Class Passenger","4138£9               16s               10d","Southampton","","15"
"664","","TURKULA, Mrs Hedwig","63","3rd Class Passenger","4134£9               11s               9d","Southampton","","15"
"665","","VARTANIAN, Mr David","22","3rd Class Passenger","2658£7               4s               6d","Cherbourg","","13"
"666","","VIGOTT, Mr Philip Francis","32","Deck Crew","","Southampton","Able Seaman","13"
"667","","WALLCROFT, Miss Ellen 'Nellie'","36","2nd Class Passenger","13528£21","Southampton","Cook","14"
"668","","WARD, Miss Annie Moore","35","1st Class PassengerServant","17755£512               6s               7d","Cherbourg","Personal Maid","3"
"669","","WARD, Mr William","36","Victualling Crew","","Southampton","Saloon Steward",""
"670","","WARE, Mrs Florence Louise","31","2nd Class Passenger","31352£21","Southampton","","10"
"671","","WARREN, Mrs Anna Sophia","60","1st Class Passenger","110813£75               5s","Cherbourg","","5"
"672","","WATT, Mrs Elizabeth ""Bessie"" Inglis","40","2nd Class Passenger","33595£15               15s","Southampton","","9"
"673","","WATT, Miss Robertha Josephine","12","2nd Class Passenger","33595£15               15s","Southampton","","9"
"674","","WEBBER, Miss Susan","37","2nd Class Passenger","27267£13","Southampton","","12"
"675","","WEIKMAN, Mr Augustus Henry","52","Victualling Crew","","Southampton","Barber",""
"676","","WEISZ, Mrs Mathilde FranÃ§oise","37","2nd Class Passenger","228414£26","Southampton","","10"
"677","","WELLER, Mr William Clifford","30","Deck Crew","","Belfast","Able Seaman","7"
"678","","WELLS, Mrs ""Addie"" Dart","29","2nd Class Passenger","29103£23","Southampton","","14"
"679","","WELLS, Miss Joan","4","2nd Class Passenger","29103£23","Southampton","","14"
"680","","WELLS, Master Ralph Lester","2","2nd Class Passenger","29103£23","Southampton","","14"
"681","","WENNERSTRÃ¶M, Mr August","27","3rd Class Passenger","350043£7               15s               11d","Southampton","","A"
"682","","WEST, Mrs Ada Mary","33","2nd Class Passenger","34651£27               15s","Southampton","","10"
"683","","WEST, Miss Constance Mirium","4","2nd Class Passenger","34651£27               15s","Southampton","","10"
"684","","WEST, Miss Barbara Joyce","10m","2nd Class Passenger","34651£27               15s","Southampton","","10"
"685","","WHEAT, Mr Joseph Thomas","30","Victualling Crew","","Belfast","Assistant Second Steward","11"
"686","","WHEELTON, Mr Edneser (Ernest) Edward","29","Victualling Crew","","Belfast","Saloon Steward","11"
"687","","WHITE, Mrs Ella","55","1st Class Passenger","17760£135               12s               8d","Cherbourg","","8"
"688","","WHITE, Mr Alfred","32","Engineering Crew","","Southampton","Greaser","4"
"689","","WHITE, Mr William George","23","Engineering Crew","","Southampton","Trimmer",""
"690","","WHITELEY, Mr Thomas Arthur","18","Victualling Crew","","Southampton","Saloon Steward",""
"691","","WICK, Mrs Mary","45","1st Class Passenger","36928£164               17s               4d","Southampton","","8"
"692","","WICK, Miss Mary Natalie","31","1st Class Passenger","36928£164               17s               4d","Southampton","","8"
"693","","WIDENER, Mrs Eleanor","50","1st Class Passenger","113503£211               10s","Southampton","","4"
"694","","WIDGERY, Mr James George","37","Victualling Crew","","Southampton","Bath Steward",""
"695","","WILHELMS, Mr Charles","32","2nd Class Passenger","244270£13","Southampton","","9"
"696","","WILKES, Mrs Ellen","47","3rd Class Passenger","363272£7","Southampton","","16"
"697","","WILKINSON, Mrs Elizabeth Anne","35","2nd Class Passenger","2926£26","Southampton","","16"
"698","","WILLARD, Miss Constance","21","1st Class Passenger","113795£26               11s","Southampton","","8"
"699","","WILLIAMS, Mr Richard Norris II","21","1st Class Passenger","17597£61               7s               7d","Cherbourg","Sportsman","A"
"700","","WILLIAMS, Mr Charles Eugene","23","2nd Class Passenger","244373£13","Southampton","Sportsman","14"
"701","","WILLIAMS, Mr Walter John","28","Victualling Crew","","Southampton","Assistant Saloon Steward",""
"702","","WILSON, Miss Helen Alice","31","1st Class PassengerServant","16966£134               10s","Cherbourg","Personal Maid","3"
"703","","WINDEBANK, Mr Alfred Edgar","38","Victualling Crew","","Southampton","Cook","13"
"704","","WITTER, Mr James William Cheetham","31","Victualling Crew","","Southampton","Smoke Room Steward",""
"705","","WOOLNER, Mr Hugh","45","1st Class Passenger","19947£35               10s","Southampton","Businessman","D"
"706","","WRIGHT, Miss Marion","26","2nd Class Passenger","220844£13               10s","Southampton","","9"
"707","","WRIGHT, Mr William","40","Victualling Crew","","Southampton","Glory Hole Steward",""
"708","","WYNN, Mr Walter","41","Deck Crew","","Belfast","Quartermaster","9"
"709","","YAZBECK, Mrs Selini","15","3rd Class Passenger","2659£14               9s               1d","Cherbourg","",""
"710","","YEARSLEY, Mr Harry","40","Victualling Crew","","Southampton","First class saloon steward","9"
"711","","YOUNG, Miss Marie Grice","36","1st Class Passenger","17760£135               12s               8d","Cherbourg","","8"
"712","","ZENNI, Mr Philip","22","3rd Class Passenger","2620£7               4s               6d","Cherbourg","General Labourer","6"
