"","id","Name","Age","Class","Ticket","Embarked","Job","Boat"
"561","","HARGADON, Miss Catherine ""Kate""","17","3rd Class Passenger","30631£7               14s               8d","Queenstown","",""
"562","","HARKNETT, Miss Alice Phoebe","21","3rd Class Passenger","6609£7               11s","Southampton","Servant",""
"563","","HARPER, Rev. John","39","2nd Class Passenger","248727£33","Southampton","Priest / Minister",""
"564","","HARRINGTON, Mr Charles Henry","37","1st Class PassengerServant","113796£42               8s","Southampton","Servant",""
"565","","HARRIS, Mr Henry Birkhardt","45","1st Class Passenger","36973£83               9s               6d","Southampton","Theatre Manager",""
"566","","HARRIS, Mr Walter","30","2nd Class Passenger","14208£10               10s","Southampton","",""
"567","","HARRIS, Mr Amos","23","Engineering Crew","","Southampton","Trimmer",""
"568","","HARRIS, Mr Edward","28","Engineering Crew","","Southampton","Fireman",""
"569","","HARRIS, Mr Charles William","19","Victualling Crew","","Southampton","Saloon Steward",""
"570","","HARRIS, Mr Clifford Henry","16","Victualling Crew","","Southampton","Bell Boy",""
"571","","HARRIS, Mr Edward Matthew","18","Victualling Crew","","Southampton","Assistant Pantryman Steward (1st Class)",""
"572","","HARRISON, Mr William Henry","45","1st Class PassengerServant","112059","Southampton","Secretary","[110]"
"573","","HARRISON, Mr Norman E.","38","Engineering Crew","","Belfast","Junior 2nd. Engineer",""
"574","","HART, Mr Benjamin","47","2nd Class Passenger","13529£26               5s","Southampton","Builder",""
"575","","HART, Mr Henry","28","3rd Class Passenger","394140£6               17s               2d","Queenstown","General Labourer",""
"576","","HART, Mr James","49","Engineering Crew","","Southampton","Fireman",""
"577","","HARTLEY, Mr Wallace Henry","33","2nd Class PassengerMusician","250654","Southampton","Musician","[224]"
"578","","HARVEY, Mr Herbert Gifford","34","Engineering Crew","","Belfast","Junior Assistant 2nd. Engineer",""
"579","","HASLIN, Mr James","45","Engineering Crew","","Southampton","Trimmer",""
"580","","HASSAN ABILMONA, Mr Houssein Mohamed","11","3rd Class Passenger","2699£18               15s               9d","Cherbourg","",""
"581","","HATCH, Mr Hugh","23","Victualling Crew","","Southampton","Scullion",""
"582","","HAWKESWORTH, Mr James","38","Victualling Crew","","Southampton","Saloon Steward (2nd class)",""
"583","","HAWKESWORTH, Mr William Walter","43","Victualling Crew","","Southampton","Deck Steward (1st class)",""
"584","","HAYS, Mr Charles Melville","55","1st Class Passenger","12749£93               10s","Southampton","Businessman","[307]"
"585","","HAYTER, Mr Arthur","44","Victualling Crew","","Belfast","Bed Room Steward","[25]"
"586","","HEAD, Mr Christopher","42","1st Class Passenger","113038£42               10s","Southampton","Politician",""
"587","","HEAD, Mr A.","24","Engineering Crew","","Southampton","Fireman",""
"588","","HEGARTY, Miss Hanora ""Nora""","18","3rd Class Passenger","365226£6               15s","Queenstown","",""
"589","","HEINEN, Mr Joseph","30","Victualling Crew","","Southampton","Saloon Steward",""
"590","","HEININEN, Miss Wendla Maria","23","3rd Class Passenger","3101290£7               18s               6d","Southampton","Servant","[8]"
"591","","HENDEKOVIC, Mr Ignjac","28","3rd Class Passenger","349243£7               17s               11d","Southampton","General Labourer","[306]"
"592","","HENDY, Mr Edward Martin","39","Victualling Crew","","Belfast","Saloon Steward",""
"593","","HENRIKSSON, Miss Jenny Lovisa","28","3rd Class Passenger","347086£7               15s               6d","Southampton","Servant","[3]"
"594","","HENRY, Miss Bridget Delia","21","3rd Class Passenger","382649£7               15s","Queenstown","",""
"595","","HENSFORD, Mr Herbert George Ernest","26","Victualling Crew","","Southampton","Assistant Butcher",""
"596","","HERMAN, Mr Samuel","49","2nd Class Passenger","220845£65","Southampton","Farmer",""
"597","","HESKETH, Mr John Henry","33","Engineering Crew","","Belfast","Second Engineer (refrigeration)",""
"598","","HEWITT, Mr Thomas","37","Victualling Crew","","Belfast","Bed Room Steward (1st class)","[168]"
"599","","HICKMAN, Mr Leonard Mark","24","2nd Class Passenger","14879£73               10s","Southampton","",""
"600","","HICKMAN, Mr Lewis","30","2nd Class Passenger","14879£73               10s","Southampton","","[256]"
"601","","HICKMAN, Mr Stanley George","20","2nd Class Passenger","14879£73               10s","Southampton","",""
"602","","HILL, Mr James","25","Engineering Crew","","Southampton","Trimmer",""
"603","","HILL, Mr H. P.","36","Victualling Crew","","Southampton","Steward",""
"604","","HILL, Mr James Colston","38","Victualling Crew","","Belfast","Bed Room Steward","[152]"
"605","","HILLIARD, Mr Herbert Henry","44","1st Class Passenger","17463£51               17s               3d","Southampton","Buyer",""
"606","","HILTUNEN, Miss Marta","18","2nd Class Passenger","250650£13","Southampton","",""
"607","","HINCKLEY, Mr George","35","Victualling Crew","","Southampton","Bath Steward","[66]"
"608","","HINE, Mr William Edward","36","Victualling Crew","","Southampton","3rd Baker",""
"609","","HINTON, Mr Stephen William","30","Engineering Crew","","Southampton","Trimmer","[85]"
"610","","HIPKINS, Mr William Edward","55","1st Class Passenger","680£50","Southampton","Manufacturer",""
"611","","HISCOCK, Mr Sydney George","22","Victualling Crew","","Southampton","Plate Steward",""
"612","","HOARE, Mr Leonard James","16","Victualling Crew","","Belfast","Saloon Steward",""
"613","","HOCKING, Mr Richard George","23","2nd Class Passenger","29104£11               10s","Southampton","Baker",""
"614","","HOCKING, Mr Samuel James Metcalfe","36","2nd Class Passenger","242963£13","Southampton","Painter & Decorator",""
"615","","HODGE, Mr Charles","29","Engineering Crew","","Belfast","Senior Assistant 3rd. Engineer",""
"616","","HODGES, Mr Henry Price","50","2nd Class Passenger","250643£13","Southampton","Musical Instrument Vendor","[149]"
"617","","HODGES, Mr W.","26","Engineering Crew","","Southampton","Fireman",""
"618","","HODGKINSON, Mr Leonard","46","Engineering Crew","","Belfast","Senior 4th. Engineer",""
"619","","HOGG, Mr Charles William","37","Victualling Crew","","Southampton","Bed Room Steward",""
"620","","HOGUE, Mr E.","22","Victualling Crew","","Southampton","Plate Steward",""
"621","","HOLD, Mr Stephen","44","2nd Class Passenger","26707£26","Southampton","Clerk",""
"622","","HOLLAND, Mr Thomas","28","Victualling Crew","","Belfast","Reception Steward",""
"623","","HOLLOWAY, Mr Sidney","20","Victualling Crew","","Southampton","Assistant clothes presser steward","[273]"
"624","","HOLM, Mr John Fredrik Alexander","43","3rd Class Passenger","7075£6               9s","Southampton","Farmer",""
"625","","HOLMAN, Mr Harry","27","Deck Crew","","Belfast","Able Seaman",""
"626","","HOLTHEN, Mr Johan Martin","28","3rd Class Passenger","4001£22               10s               6d","Southampton","Seaman",""
"627","","HOLVERSON, Mr Alexander Oskar","42","1st Class Passenger","113789£52","Southampton","","[38]"
"628","","HOOD, Mr Ambrose Jr","22","2nd Class Passenger","14879£73               10s","Southampton","",""
"629","","HOPGOOD, Mr Roland","22","Engineering Crew","","Southampton","Fireman",""
"630","","HOPKINS, Mr Frederick William","16","Victualling Crew","","Southampton","Plate Steward",""
"631","","HORGAN, Mr John","22","3rd Class Passenger","370377£7               15s","Queenstown","General Labourer",""
"632","","HOSGOOD, Mr Richard William","22","Engineering Crew","","Southampton","Fireman","[242]"
"633","","HOSKING, Mr George Fox","36","Engineering Crew","","Belfast","Senior 3rd. Engineer",""
"634","","HOUSE, Mr William","38","Victualling Crew","","Belfast","Saloon Steward",""
"635","","HOWARD, Mr Benjamin","63","2nd Class Passenger","24065£26","Southampton","Retired",""
"636","","HOWARD, Mrs Ellen Truelove","60","2nd Class Passenger","24065£26","Southampton","",""
"637","","HOWELL, Mr Arthur Albert","31","Victualling Crew","","Belfast","Saloon Steward","[319]"
"638","","HOYT, Mr William Fisher","42","1st Class Passenger","17600£30               13s               11d","Cherbourg","Businessman","14"
"639","","HUGHES, Mr William Thomas","36","Victualling Crew","","Southampton","Steward",""
"640","","HUMBLEN, Mr Adolf Mathias Nicolai Olsen","42","3rd Class Passenger","348121£7               13s","Southampton","Farmer","[120]"
"641","","HUMBY, Mr Frederick","16","Victualling Crew","","Southampton","Plate Steward",""
"642","","HUME, Mr John Law","21","2nd Class PassengerMusician","250654","Southampton","Musician","[193]"
"643","","HUMPHREYS, Mr Thomas Humphrey","31","Victualling Crew","","Southampton","Assistant Saloon Steward",""
"644","","HUNT, Mr George Henry","33","2nd Class Passenger","1585£12               5s               6d","Southampton","Gardener",""
"645","","HUNT, Mr Tom","27","Engineering Crew","","Southampton","Fireman",""
"646","","HURST, Mr Charles John","35","Engineering Crew","","Southampton","Fireman",""
"647","","HUTCHINSON, Mr James","28","Victualling Crew","","Southampton","Vegetable. Cook","[250]"
"648","","HUTCHINSON, Mr John Hall","26","Deck Crew","","Belfast","Carpenter / Joiner",""
"649","","IBRAHIM SHAWAH, Mr Yousseff","33","3rd Class Passenger","2627£14               9s               2d","Cherbourg","",""
"650","","IDE, Mr Harry John","32","Victualling Crew","","Southampton","Bed Room Steward",""
"651","","ILIEFF, Mr Ylio","32","3rd Class Passenger","349220£7               17s               11d","Southampton","General Labourer",""
"652","","ILMAKANGAS, Miss Ida Livija","27","3rd Class Passenger","3101270£7               18s               6d","Southampton","Servant",""
"653","","ILMAKANGAS, Miss Pieta Sofia","25","3rd Class Passenger","3101271£7               18s               6d","Southampton","Servant",""
"654","","INGRAM, Mr George","20","Engineering Crew","","Southampton","Trimmer","[204]"
"655","","INGROUILLE, Mr Henry","21","Victualling Crew","","Southampton","Steward",""
"656","","INGS, Mr William Ernest","20","Victualling Crew","","Southampton","Scullion",""
"657","","INSTANCE, Mr T.","33","Engineering Crew","","Southampton","Fireman",""
"658","","ISHAM, Miss Ann Elizabeth","50","1st Class Passenger","17595£28               14s               3d","Cherbourg","",""
"659","","IVANOFF, Mr Kanio","20","3rd Class Passenger","349201£7               17s               11d","Southampton","General Labourer",""
"660","","JABBUR (ZABOUR), Miss Thamine","19","3rd Class Passenger","2665£14               9s               1d","Cherbourg","Housekeeper",""
"661","","JABBUR (ZABOUR), Miss Hileni","16","3rd Class Passenger","2665£14               9s               1d","Cherbourg","Housekeeper","[328]"
"662","","JACKOPSON, Mr John Henry","30","Engineering Crew","","Southampton","Fireman",""
"663","","JACKSON, Mr Cecil","22","Victualling Crew","","Belfast","Assistant boots steward (1st class)",""
"664","","JACOBSOHN, Mr Sidney Samuel","40","2nd Class Passenger","243847£27","Southampton","",""
"665","","JAGO, Mr Joseph","57","Engineering Crew","","Southampton","Greaser",""
"666","","JAILLET, Mr Henri Marie","28","Restaurant Staff","","Southampton","Pastry Cook","[277]"
"667","","JAMES, Mr Thomas","27","Engineering Crew","","Southampton","Fireman",""
"668","","JANAWAY, Mr William Frank","35","Victualling Crew","","Belfast","Bed Room Steward",""
"669","","JANIN, Mr Claude Marie","29","Restaurant Staff","","Southampton","Soup Cook",""
"670","","JARDIM, Mr JosÃ© Neto","21","3rd Class Passenger","3101305£7               1s","Southampton","General Labourer",""
"671","","JARVIS, Mr Denzil John","47","2nd Class Passenger","237565£15","Southampton","Engineer",""
"672","","JÃ¶NSSON, Mr Nils Hilding","27","3rd Class Passenger","350408£7               17s               1d","Southampton","General Labourer",""
"673","","JEFFERY, Mr William Alfred","28","Restaurant Staff","","Southampton","A la carte restaurant controller",""
"674","","JEFFERYS, Mr Clifford Thomas","24","2nd Class Passenger","31029£31               10s","Southampton","",""
"675","","JEFFERYS, Mr Ernest Wilfred","22","2nd Class Passenger","31029£31               10s","Southampton","",""
"676","","JENKIN, Mr Stephen Curnow","32","2nd Class Passenger","33111£10               10s","Southampton","Miner",""
"677","","JENNER, Mr Thomas Henry (Harry)","55","Victualling Crew","","Belfast","Saloon Steward",""
"678","","JENSEN, Mr Hans Peder","20","3rd Class Passenger","350050£7               17s               1d","Southampton","",""
"679","","JENSEN, Mr Svend Lauritz","17","3rd Class Passenger","350047£7               17s               1d","Southampton","Farmer",""
"680","","JENSEN, Mr Niels Peder (""Rasmus"")","48","3rd Class Passenger","350048£7               1s               1d","Southampton","Farmer",""
"681","","JENSEN, Mr Charles Valdemar","25","Victualling Crew","","Southampton","Saloon Steward",""
"682","","JOAS, Mr N.","38","Engineering Crew","","Southampton","Fireman",""
"683","","JOHANSON, Mr Jakob Alfred","34","3rd Class Passenger","3101264£6               9s               11d","Southampton","General Labourer","[143]"
"684","","JOHANSSON, Mr Nils","29","3rd Class Passenger","347467£7               17s               1d","Southampton","General Labourer",""
"685","","JOHANSSON, Mr Erik","22","3rd Class Passenger","350052£7               15s               11d","Southampton","General Labourer","[156]"
"686","","JOHANSSON, Mr Gustaf Joel","33","3rd Class Passenger","7540£8               13s               1d","Southampton","","[285]"
"687","","JOHANSSON, Mr Karl Johan","31","3rd Class Passenger","347063£7               15s               6d","Southampton","",""
"688","","JOHNSON, Mr August","49","3rd Class Passenger","370160","Southampton","Seaman",""
"689","","JOHNSON, Mr William Cahoone Jr.","19","3rd Class Passenger","370160","Southampton","Seaman",""
"690","","JOHNSON, Mr Malkolm Joackim","33","3rd Class Passenger","347062£7               15s               6d","Southampton","General Labourer","[37]"
"691","","JOHNSTON, Mr Andrew Emslie","35","3rd Class Passenger","6607£23               9s","Southampton","Plumber",""
"692","","JOHNSTON, Mrs Eliza","34","3rd Class Passenger","6607£23               9s","Southampton","",""
"693","","JOHNSTON, Master William Andrew","8","3rd Class Passenger","6607£23               9s","Southampton","",""
"694","","JOHNSTON, Miss Catherine Nellie","7","3rd Class Passenger","6607£23               9s","Southampton","",""
"695","","JONES, Mr Charles Cresson","46","1st Class Passenger","694£26","Southampton","Estate Manager","[80]"
"696","","JONES, Mr Albert","17","Victualling Crew","","Southampton","Saloon Steward",""
"697","","JONES, Mr Arthur Ernest","37","Victualling Crew","","Southampton","Plate Steward (2nd Class)",""
"698","","JONES, Mr H.","29","Victualling Crew","","Southampton","Roast Cook",""
"699","","JONES, Mr Reginald V.","20","Victualling Crew","","Southampton","Saloon Steward",""
"700","","JONKOFF, Mr Lalio","23","3rd Class Passenger","349204£7               17s               11d","Southampton","General Labourer",""
"701","","JOSEPH (SHAHIN), Mr Elias","39","3rd Class Passenger","2675£7               4s               7d","Cherbourg","",""
"702","","JOUANNAULT, Mr Georges Jules","24","Restaurant Staff","","Southampton","Assistant Sauce Cook",""
"703","","JUKES, Mr James","35","Engineering Crew","","Southampton","Greaser",""
"704","","JULIAN, Mr Henry Forbes","50","1st Class Passenger","113044£26","Southampton","Metallurgist",""
"705","","JUPE, Mr Boykett Herbert","30","Engineering Crew","","Southampton","Electrician","[73]"
"706","","JUSSILA, Miss Katriina","20","3rd Class Passenger","4136£9               16s               10d","Southampton","Servant",""
"707","","JUSSILA, Miss Mari Aina","21","3rd Class Passenger","4137£9               16s               10d","Southampton","Servant",""
"708","","KALLIO, Mr Nikolai Erland","17","3rd Class Passenger","3101274£7               2s               6d","Southampton","General Labourer",""
"709","","KALVIK, Mr Johannes Halvorsen","21","3rd Class Passenger","8475£8               8s               8d","Southampton","General Labourer",""
"710","","KANTOR, Mr Sinai","34","2nd Class Passenger","244367£26","Southampton","","[283]"
"711","","KARAJIC, Mr Milan","30","3rd Class Passenger","349246£7               17s               11d","Southampton","General Labourer",""
"712","","KARLSSON, Mr Julius Konrad Eugen","33","3rd Class Passenger","347465£7               17s               1d","Southampton","Engineer",""
"713","","KARLSSON, Mr Nils August","22","3rd Class Passenger","350060£7               10s               5d","Southampton","Farmer",""
"714","","KARNES, Mrs Claire","28","2nd Class Passenger","13534£21","Southampton","",""
"715","","KASSEM HOUSSEIN, Mr Fared","18","3rd Class Passenger","2700£7               4s               7d","Cherbourg","Farmer",""
"716","","KATAVELOS, Mr Vasilios G.","19","3rd Class Passenger","2682£7               4s               7d","Cherbourg","Farmer","[58]"
"717","","KEANE, Mr Daniel","35","2nd Class Passenger","233734£12               7s","Queenstown","",""
"718","","KEANE, Mr Andrew ""Andy""","23","3rd Class Passenger","12460£7               15s","Queenstown","Farm Labourer",""
"719","","KEARL, Mr Charles Henry","44","Engineering Crew","","Southampton","Greaser",""
"720","","KEARL, Mr George Edward","24","Engineering Crew","","Southampton","Trimmer",""
"721","","KEEFE, Mr Arthur","39","3rd Class Passenger","323592£7               5s","Southampton","Farmer","A[332]"
"722","","KEEPING, Mr Edwin Herbert","33","1st Class PassengerServant","113503£211               10s","Southampton","Servant","[45]"
"723","","KELLAND, Mr Thomas","18","Victualling Crew","","Southampton","2nd class library steward",""
"724","","KELLY, Mr James","19","3rd Class Passenger","363592£8               1s","Southampton","Painter & Decorator",""
"725","","KELLY, Mr James","44","3rd Class Passenger","330911£7               16s               7d","Queenstown","Farm Labourer","[70]"
"726","","KELLY, Mr James","44","Engineering Crew","","Southampton","Greaser",""
"727","","KELLY, Mr William","23","Engineering Crew","","Belfast","Assistant Electrician",""
"728","","KEMP, Mr Thomas Hulman","43","Engineering Crew","","Belfast","Extra Assistant 4th Engineer (Refrigeration)",""
"729","","KENCHENTEN, Mr Frederick","37","Engineering Crew","","Southampton","Greaser",""
"730","","KENNELL, Mr Charles","30","Victualling Crew","","Southampton","Hebrew Cook",""
"731","","KENT, Mr Edward Austin","58","1st Class Passenger","11771£29               14s","Cherbourg","Architect","[258]"
"732","","KENYON, Mr Frederick R.","41","1st Class Passenger","17464£51               17s               3d","Southampton","",""
"733","","KENZLER, Mr Augustus","43","Engineering Crew","","Belfast","Storekeeper",""
"734","","KERLEY, Mr William Thomas","28","Victualling Crew","","Southampton","Assistant Saloon Steward",""
"735","","KERR, Mr Thomas","26","Engineering Crew","","Southampton","Fireman",""
"736","","KETCHLEY, Mr Henry","30","Victualling Crew","","Belfast","Saloon Steward",""
"737","","KHALIL, Mr Betros","25","3rd Class Passenger","2660£14               9s               1d","Cherbourg","Farm Labourer",""
"738","","KHALIL, Mrs Zahie ""Maria""","20","3rd Class Passenger","2660£14               9s               1d","Cherbourg","Farm Labourer",""
"739","","KIERAN, Mr James William","34","Victualling Crew","","Southampton","Chief 3rd Class Steward",""
"740","","KIERAN, Mr Michael","31","Victualling Crew","","Southampton","Storekeeper",""
"741","","KIERNAN, Mr John","25","3rd Class Passenger","367227£7               15s","Queenstown","General Labourer",""
"742","","KIERNAN, Mr Philip","22","3rd Class Passenger","367229£7               15s","Queenstown","General Labourer",""
"743","","KILGANNON, Mr Thomas","22","3rd Class Passenger","36865£7               14s               9d","Queenstown","Farm Labourer",""
"744","","KING, Mr Alfred John Moffett","18","Victualling Crew","","Southampton","Lift Steward","[238]"
"745","","KING, Mr Thomas Walter","42","Deck Crew","","Southampton","Master-at-arms",""
"746","","KING, Mr Ernest Waldron","28","Victualling Crew","","Southampton","Clerk","[321]"
"747","","KING, Mr G.","20","Victualling Crew","","Southampton","Scullion",""
"748","","KINGSCOTE, Mr William Ford","42","Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"749","","KINK, Miss Maria","22","3rd Class Passenger","315152£8               13s               3d","Southampton","",""
"750","","KINK, Mr Vincenz","26","3rd Class Passenger","315151£8               13s               3d","Southampton","Magazineer",""
"751","","KINSELLA, Mr Louis","30","Engineering Crew","","Southampton","Fireman",""
"752","","KIRKALDY, Mr Thomas Benjamin","39","Victualling Crew","","Southampton","Bed Room Steward",""
"753","","KIRKHAM, Mr James","38","Engineering Crew","","Southampton","Greaser",""
"754","","KIRKLAND, Fr Charles Leonard","52","2nd Class Passenger","219533£12               7s","Queenstown","Priest / Minister",""
"755","","KITCHING, Mr Arthur Alfred","30","Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"756","","KLABER, Mr Herman","","1st Class Passenger","113028£26               11s","Southampton","Businessman",""
"757","","KLASÃ©N, Mr Klas Albin","18","3rd Class Passenger","350404£7               17s               1d","Southampton","Farm Labourer",""
"758","","KLASÃ©N, Miss Gertrud Emilia","1","3rd Class Passenger","350405£12               3s               8d","Southampton","",""
"759","","KLASÃ©N, Mrs Hulda Kristina Eugenia","36","3rd Class Passenger","350405£12               3s               8d","Southampton","Housewife",""
"760","","KLEIN, Mr Herbert","33","Victualling Crew","","Southampton","Barber",""
"761","","KNIGHT, Mr Robert J.","39","2nd Class PassengerH&W Guarantee Group","239855","Belfast","Fitter",""
"762","","KNIGHT, Mr Leonard George","21","Victualling Crew","","Southampton","Steward",""
"763","","KRAEFF, Mr Theodor","","3rd Class Passenger","349253£7               17s               11d","Cherbourg","General Labourer",""
"764","","KRINS, Mr Georges Alexandre","23","2nd Class PassengerMusician","250654","Southampton","Musician",""
"765","","KUTSCHER (LITHMAN), Mr Simon","26","3rd Class Passenger","251£7               11s","Southampton","Baker",""
"766","","KVILLNER, Mr Johan Henrik Johannesson","31","2nd Class Passenger","18723£10               10s","Southampton","Mechanical Engineer","[165]"
"767","","LACEY, Mr Bert W.","21","Victualling Crew","","Southampton","Assistant Saloon Steward",""
"768","","LAHOUD ISHAQ MOWAD, Mr Sarkis","30","3rd Class Passenger","2624£7               4s               6d","Cherbourg","General Labourer",""
"769","","LAHTINEN, Fr William","35","2nd Class Passenger","250651£26","Southampton","Priest / Minister",""
"770","","LAHTINEN, Mrs Anna Amelia","34","2nd Class Passenger","250651£26","Southampton","",""
"771","","LAHY, Mr T. E.","32","Engineering Crew","","Southampton","Fireman",""
"772","","LAITINEN, Miss Kristina Sofia","37","3rd Class Passenger","4135£9               11s               9d","Southampton","Housekeeper",""
"773","","LAKE, Mr William","35","Victualling Crew","","Belfast","Saloon Steward",""
"774","","LALEFF, Mr Kristo","23","3rd Class Passenger","349217£7               17s               11d","Southampton","General Labourer",""
"775","","LAM, Mr Len","23","3rd Class Passenger","1601£56               9s               11d","Southampton","Seaman",""
"776","","LAMB, Mr John Joseph","30","2nd Class Passenger","240261£10               14s               2d","Queenstown","Gentleman",""
"777","","LANE, Mr Patrick","16","3rd Class Passenger","7935£7               15s","Queenstown","Farm Labourer",""
"778","","LANE, Mr Albert Edward","34","Victualling Crew","","Southampton","Saloon Steward",""
"779","","LAROCHE, Mr Joseph Philippe Lemercier","25","2nd Class Passenger","2123£41               11s               7d","Cherbourg","Engineer",""
"780","","LARSSON, Mr August Viktor","29","3rd Class Passenger","7545£9               9s               8d","Southampton","General Labourer",""
"781","","LARSSON, Mr Bengt Edvin","29","3rd Class Passenger","347067£7               15s               6d","Southampton","General Labourer",""
"782","","LARSSON-RONDBERG, Mr Edvard A.","22","3rd Class Passenger","347065£7               15s               6d","Southampton","General Labourer",""
"783","","LATIMER, Mr Andrew L","55","Victualling Crew","","Belfast","Chief Steward",""
"784","","LAWRENCE, Mr Arthur","35","Victualling Crew","","Belfast","Saloon Steward","[90]"
"785","","LÃ©VY, Mr RenÃ© Jacques","36","2nd Class Passenger","2163£12               17s               6d","Southampton","Chemist",""
"786","","LEADER, Mr Archibald","22","Victualling Crew","","Southampton","Confectioner",""
"787","","LEE, Mr H.","18","Engineering Crew","","Southampton","Trimmer",""
"788","","LEFEBVRE, Mrs Frances Marie","40","3rd Class Passenger","4133£25               9s               4d","Southampton","",""
"789","","LEFEBVRE, Master Henry","5","3rd Class Passenger","4133£25               9s               4d","Southampton","",""
"790","","LEFEBVRE, Miss Ida","3","3rd Class Passenger","4133£25               9s               4d","Southampton","",""
"791","","LEFEBVRE, Miss Jeannie","8","3rd Class Passenger","4133£25               9s               4d","Southampton","",""
"792","","LEFEBVRE, Miss Mathilde","12","3rd Class Passenger","4133£25               9s               4d","Southampton","",""
"793","","LEFEBVRE, Mr Paul Georges","35","Victualling Crew","","Southampton","Saloon Steward","[211]"
"794","","LEINONEN, Mr Antti Gustaf","32","3rd Class Passenger","3101292£7               18s               6d","Southampton","",""
"795","","LENNON, Mr Denis","20","3rd Class Passenger","370371£15               10s","Queenstown","General Labourer",""
"796","","LEONARD, Mr Lionel","36","3rd Class Passenger","370160","Southampton","Seaman",""
"797","","LEONARD, Mr Matthew","26","Victualling Crew","","Belfast","Steward",""
"798","","LESTER, Mr James","26","3rd Class Passenger","48871£24               3s","Southampton","Dipper",""
"799","","LEVETT, Mr George Alfred","21","Victualling Crew","","Belfast","Assistant Pantryman Steward (1st Class)",""
"800","","LEWY, Mr Ervin G.","31","1st Class Passenger","17612£27               14s               5d","Cherbourg","Jeweller",""
"801","","LEYSON, Mr Robert William Norman","25","2nd Class Passenger","29566£10               10s","Southampton","Engineer","[108]"
"802","","LIEVENS, Mr RenÃ© AimÃ©","24","3rd Class Passenger","345781£9               10s","Southampton","Farmer",""
"803","","LIGHT, Mr Christopher William","20","Engineering Crew","","Southampton","Fireman",""
"804","","LIGHT, Mr W.","47","Engineering Crew","","Southampton","Fireman",""
"805","","LIGHT, Mr Charles Edward","23","Victualling Crew","","Southampton","Plate Steward (1st class)",""
"806","","LINDAHL, Miss Agda Thorilda Viktoria","25","3rd Class Passenger","347071£7               15s               6d","Southampton","",""
"807","","LINDBLOM, Miss Augusta Charlotta","45","3rd Class Passenger","347073£7               15s","Southampton","",""
"808","","LINDEBERG-LIND, Mr Erik Gustaf","42","1st Class Passenger","17475£26               11s","Southampton","Businessman",""
"809","","LINDELL, Mr Edvard Bengtsson","36","3rd Class Passenger","349910£15               11s","Southampton","General Labourer","A"
"810","","LINDELL, Mrs Elin Gerda","30","3rd Class Passenger","349910£15               11s","Southampton","","A"
"811","","LINEHAN, Mr Michael","21","3rd Class Passenger","330971£7               17s               7d","Queenstown","Farm Labourer",""
"812","","LING, Mr Lee","28","3rd Class Passenger","1601£56               9s               11d","Southampton","Seaman",""
"813","","LINHART, Mr Wenzel","27","3rd Class Passenger","345775£9               10s","Southampton","Baker","[298]"
"814","","LINNANE, Mr John","61","2nd Class Passenger","235509£12               7s","Queenstown","Gentleman",""
"815","","LIVSHIN, Mr David (Abraham Harmer)","25","3rd Class Passenger","374887£7               5s","Southampton","Jeweller","B"
"816","","LLOYD, Mr William","29","Engineering Crew","","Southampton","Fireman",""
"817","","LLOYD, Mr Humphrey","32","Victualling Crew","","Belfast","Saloon Steward","[57]"
"818","","LOBB, Mr William Arthur","30","3rd Class Passenger","3336£16               2s","Southampton","Engineer",""
"819","","LOBB, Mrs Cordelia K.","26","3rd Class Passenger","3336£16               2s","Southampton","","[55]"
"820","","LOCKE, Mr A.","33","Victualling Crew","","Southampton","Scullion",""
"821","","LOCKYER, Mr Edward Thomas","21","3rd Class Passenger","1222£7               17s               7d","Southampton","Grocers Assistant","[153]"
"822","","LONG, Mr Milton Clyde","29","1st Class Passenger","113501£30","Southampton","","[126]"
"823","","LONG, Mr Frank","28","Engineering Crew","","Southampton","Trimmer",""
"824","","LONG, Mr William","30","Engineering Crew","","Southampton","Trimmer",""
"825","","LONGMUIR, Mr John Dickson","19","Victualling Crew","","Southampton","Assistant Pantry Steward (2nd class)",""
"826","","LORING, Mr Joseph Holland","30","1st Class Passenger","113801£45               10s","Southampton","Stockbroker",""
"827","","LOUCH, Mr Charles Alexander","50","2nd Class Passenger","3085£26","Southampton","Saddler","[121]"
"828","","LOVELL, Mr John Hall (""Henry"")","20","3rd Class Passenger","21173£7               5s","Southampton","Farmer",""
"829","","LOVELL, Mr John","37","Victualling Crew","","Southampton","Grill Cook",""
"830","","LUNDAHL, Mr Johan Svensson","51","3rd Class Passenger","347743£7               1s               1d","Southampton","General Labourer",""
"831","","LYDIATT, Mr Charles","45","Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"832","","LYMPEROPOULUS, Mr Panagiotis K.","30","3rd Class Passenger","2683£6               8s               9d","Cherbourg","General Labourer","[196]"
"833","","LYNTAKOFF, Mr Stanko","44","3rd Class Passenger","349235£7               17s               11d","Southampton","General Labourer",""
"834","","LYONS, Mr William Henry","26","Deck Crew","","Southampton","Able Seaman","4"
"835","","MABEY, Mr John Charles","23","Victualling Crew","","Southampton","3rd Class Steward",""
"836","","MACK, Mrs Mary","57","2nd Class Passenger","S.O./C. 3£10               10s","Southampton","","[52]"
"837","","MACKAY, Mr George William","20","3rd Class Passenger","42795£7               11s","Southampton","Butler",""
"838","","MACKIE, Mr William Dickson","32","Engineering Crew","","Belfast","Junior 5th. Engineer",""
